Bench 300 pushups,Chest,
Double Kettlebell Swing,Abdominals,Kettlebells
Single-Arm Cross-Body Extension,Triceps,
FYR Air Squat,Quadriceps,Body Only
FYR Dumbbell Curl,Biceps,Dumbbell
Banded jumping jack,Abdominals,Body Only
FYR Dumbbell Shoulder Press,Shoulders,Dumbbell
Shin hug,Abdominals,Body Only
Seesaw lunge,Quadriceps,Dumbbell
FYR Bear Crawl Fire Feet,Abdominals,Body Only
Bear crawl up-down,Abdominals,Body Only
FYR Crab Kick,Abdominals,Body Only
Dumbbell biceps curl to upright row,Biceps,Dumbbell
Bear crawl hold,Abdominals,Body Only
Traveling bear crawl,Abdominals,Body Only
Single-leg V-up,Abdominals,Body Only
FYR Single-Arm Dumbbell Press,Shoulders,Dumbbell
FYR Rope Jumping,Abdominals,Other
Hollow-body alternating knee-to-chest,Abdominals,
FYR Dumbbell Tempo L-Raise,Shoulders,Dumbbell
Dumbbell seesaw shoulder press,Shoulders,Dumbbell
Bear crawl knee tap,Abdominals,
FYR Shin Hug,Abdominals,
Burpee-,Abdominals,
FYR Dumbbell front raise to lateral raise,Shoulders,Dumbbell
FYR Bear Crawl Shoulder Tap,Abdominals,Body Only
FYR Push-Up,Chest,Body Only
Alternating single-leg sprawl,Abdominals,Body Only
Wide mountain climber,Abdominals,Body Only
Plank leg raise,Abdominals,Body Only
FYR Band Pull-Apart,Shoulders,Bands
Burpee over kettlebell,Abdominals,Kettlebells
Glute bridge step-out,Abdominals,Body Only
Pulsing goblet squat,Quadriceps,Kettlebells
Double-kettlebell alternating lunge to clean,Quadriceps,Kettlebells
FYR Banded Plank Jack,Abdominals,Bands
Banded jump squat,Quadriceps,Bands
FYR Sumo Deadlift High Pull,Lower Back,Kettlebells
FYR Tuck Jump,Quadriceps,Body Only
Knee up-down,Abdominals,Body Only
FYR Sprawl,Abdominals,Body Only
Kettlebell deadlift,Lower Back,Kettlebells
FYR Goblet Squat,Quadriceps,Kettlebells
Reach crunch,Abdominals,Body Only
FYR Push-Up Plank Hold,Abdominals,Body Only
FYR Hollow-Body Rock,Abdominals,Body Only
V-up plus knee-to-chest combo,Abdominals,Body Only
FYR Dumbbell Arnold Press,Shoulders,Dumbbell
FYR Dumbbell Hammer Curl,Biceps,Dumbbell
FYR Kettlebell Power Clean,Shoulders,Kettlebells
Dumbbell T-hold,Abdominals,Dumbbell
V-up combo,Abdominals,
FYR Kettlebell Sumo Squat,Quadriceps,Kettlebells
Side plank lateral raise,Abdominals,Body Only
Dumbbell hollow-body floor press,Abdominals,Dumbbell
FYR Kettlebell Swing Plus Break-Dancer,Abdominals,Kettlebells
Kettlebell toe-touch,Abdominals,Kettlebells
Double-kettlebell front squat,Quadriceps,Kettlebells
Push-up sprawl tuck jump,Quadriceps,Body Only
FYR Running Lunge,Quadriceps,Body Only
Kettlebell upright row,Shoulders,Kettlebells
Kettlebell swing,Abdominals,Kettlebells
Bent-knee hollow pulse,Abdominals,
Superhero burpee,Abdominals,Body Only
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Shoulders,Dumbbell
Kettlebell upright row and press,Shoulders,Kettlebells
Two-way swing,Abdominals,Kettlebells
Hollow-body abduction,Abdominals,Body Only
FYR Jumping Lunge,Quadriceps,Body Only
Frog push-up,Chest,Body Only
FYR Hollow Hold,Abdominals,Body Only
Traveling thigh killa,Abductors,Body Only
Wide push-up plank hold,Chest,Body Only
Tip-toe crunch,Abdominals,Body Only
FYR Dumbbell Thruster,Shoulders,Dumbbell
Knee-to-nose pulse,Abdominals,Body Only
FYR Sprawl Frog Kick,Quadriceps,Body Only
Plank walk-out,Abdominals,Body Only
FYR Goblet Squat Plus Plank-Up,Abdominals,
FYR Knee Up-Down Plus BC2 Push-Up,Abdominals,
Squat sprawl,Abdominals,
Medicine ball jumping sumo squat,Middle Back,Medicine Ball
Medicine ball zombie sit-up,Abdominals,
FYR Hollow Coil With V-Up,Abdominals,
Side kick-through to kettlebell high pull,Lats,Kettlebells
Dumbbell overhead hold with single-arm curl,Biceps,Dumbbell
Jump squat-,Quadriceps,Body Only
Hollow-body hold,Abdominals,Body Only
FYR V-Up,Abdominals,Body Only
FYR Double Kettlebell Push-Press,Abdominals,Kettlebells
FYR Kneeling Biceps,Biceps,Dumbbell
Kettlebell crab reach,Abdominals,Kettlebells
Medicine ball duck walk,Glutes,Medicine Ball
FYR Air Ball Plus Medicine Ball Jumping Sprawl,Quadriceps,Medicine Ball
Long sit-up,Abdominals,Body Only
FYR Sprinter Burpee,Quadriceps,Body Only
FYR Kettlebell Squat Clean,Quadriceps,Kettlebells
FYR Breakdancer,Abdominals,Body Only
Single-leg burpee,Quadriceps,Body Only
FYR Progressive High Knee,Glutes,Body Only
Lunge hold dumbbell curl,Biceps,Dumbbell
Seated leg lift,Abdominals,Body Only
Gorilla burpee,Abdominals,Body Only
Knee-in to V-out,Abdominals,Body Only
Single-arm kettlebell thruster,Shoulders,Kettlebells
Bear crawl push-up,Abdominals,Body Only
FYR Gorilla Squat,Quadriceps,Body Only
FYR Single Leg-Arm V-Up,Abdominals,
Dumbbell hang snatch,Shoulders,Dumbbell
Kettlebell bent-over row to clean,Middle Back,Kettlebells
Surfer sprawl,Shoulders,Dumbbell
FYR Front Step,Abdominals,Body Only
Plank reach,Abdominals,Body Only
Eiffel Tower leg raise,Abdominals,Body Only
FYR Dumbbell Biceps Curl,Biceps,Dumbbell
Dumbbell clean and press,Shoulders,Dumbbell
Straight-arm plank,Abdominals,Body Only
FYR Dumbbell Front Squat,Quadriceps,Dumbbell
Medicine ball cowboy squat,Quadriceps,Medicine Ball
Plank up-down,Abdominals,Body Only
Medicine ball half moon,Abdominals,Medicine Ball
Single-arm kettlebell front squat,Quadriceps,Kettlebells
Frog kick,Abdominals,Body Only
Banded compass jump squat,Quadriceps,Body Only
In-out sprawl,Quadriceps,Body Only
Knee-tuck kick-up,Quadriceps,Body Only
Bear crawl donkey kick,Quadriceps,Body Only
Southpaw sprawl with push-up,Quadriceps,Body Only
Dumbbell skier,Lower Back,Dumbbell
Dumbbell crusher,Abdominals,Dumbbell
Dumbbell push-up row,Chest,Dumbbell
FYR Thigh Killa,Abductors,Body Only
Plank up,Abdominals,
Medicine ball pike,Abdominals,
FYR Knees to Chest,Abdominals,Body Only
FYR Jumping Rope,Abdominals,
Frog kick to push-up,Abdominals,
Alternating dumbbell snatch,Biceps,Dumbbell
Bouncing lunge,Quadriceps,Body Only
Front kick-through,Abdominals,Body Only
FYR Sit-Up,Abdominals,Body Only
FYR Leg Lift,Abdominals,Body Only
Kettlebell front rack lunge,Quadriceps,Kettlebells
Double-kettlebell shoulder press,Shoulders,Kettlebells
Exercise-Ball Oblique Crunch,Abdominals,Exercise Ball
Poston Press,Shoulders,
Poston Press,Abdominals,
TBS Back Extension,Lower Back,Body Only
TBS Barbell Military Press,Shoulders,Barbell
TBS T-Bar Row,Middle Back,Barbell
TBS Skullcrusher,Triceps,E-Z Curl Bar
TBS Hack Squat,Quadriceps,Machine
TBS Chin-Up,Biceps,Body Only
TBS Deficit Deadlift,Middle Back,Barbell
Dumbbell split squat,Quadriceps,Dumbbell
TBS Incline Dumbbell Curl,Biceps,Dumbbell
TBS Dumbbell Incline Press,Chest,Dumbbell
TBS Hammer Curl,Biceps,Dumbbell
TBS High-Bar Back Squat,Quadriceps,Barbell
TBS Dumbbell Romanian Deadlift,Lower Back,Dumbbell
Plate-weighted push-up,Chest,Other
TBS Rope Cable Push-Down,Triceps,Cable
TBS Dip,Triceps,Body Only
TBS EZ-Bar Curl,Biceps,E-Z Curl Bar
TBS Lat Pull-Down,Middle Back,Cable
TBS Good Morning,Lower Back,Barbell
Barbell curl-,Biceps,Barbell
TBS Barbell Front Squat,Quadriceps,Barbell
Incline bench press,Chest,Barbell
TBS Romanian Deadlift,Lower Back,Barbell
Bench press,Chest,Barbell
TBS Close-Grip Bench Press,Chest,Barbell
Barbell deadlift-,Lower Back,Barbell
TBS Inverted Row,Shoulders,Body Only
Neutral-grip lat pull-down,Lower Back,Cable
TBS Pull-Up,Middle Back,Body Only
TBS Toes-to-bar,Abdominals,Body Only
Smith machine end-grip shoulder press,Triceps,Machine
Paul Carter Barbell Curl,Biceps,Barbell
Decline sit-up,Abdominals,None
Single-arm lying cable front raise,Shoulders,Cable
Seated Single-Leg Calf Press - Gethin Variation,Calves,Machine
Squat - Gethin Variation,Quadriceps,Barbell
FYR Mountain Climber,Abdominals,Body Only
Banded crunch,Abdominals,Bands
Barbell press sit-up,Abdominals,Other
Exercise ball roll-out,Abdominals,Medicine Ball
Smith machine behind-the-neck press,Shoulders,Machine
Dips - Gethin Variation,Abdominals,
Leg Extensions - Gethin Variation,Quadriceps,Machine
Seated leg press-,Quadriceps,Machine
Cable straight-bar biceps curl,Biceps,Cable
T-Bar Row - Gethin Variation,Abdominals,
Cable Straight-Arm Pulldown - Gethin Variation,Lats,Cable
Lying Upright Cable Row - Gethin Variation,Shoulders,Cables
Single-arm cable triceps kick-back,Triceps,Cable
Standing reverse-grip cable curl,Biceps,Cable
Incline cable rope triceps extension,Triceps,Cable
Standing cable high-to-low twist,Abdominals,Cable
Standing One-Arm Shoulder Press - Gethin Variation,Shoulders,Dumbbell
Seated triceps push-down,Triceps,Other
Machine chest fly,Chest,Machine
Single-arm inverted row,Traps,Barbell
Leg Extenstions - Gethin Variation,Abdominals,
Seated Calf Raise - Gethin Variation,Calves,Machine
Reverse-grip cable straight-bar push-down,Triceps,Cable
Seated cable deadlift,Lower Back,Cable
Hanging Windshield Wiper,Abdominals,None
Deadlift - Gethin Variation,Lower Back,Barbell
Incline Dumbbell Fly - Gethin Variation,Chest,Dumbbell
Decline Barbell Triceps Extension - Gethin Variation,Triceps,Barbell
Dumbbell seal row,Lats,Dumbbell
Back Flyes - Gethin Variation,Lats,Other
TRX Pendulum,Abdominals,
Bodyweight Squat - Gethin Variation,Quadriceps,Body Only
FYR Alternating Lunge,Quadriceps,Body Only
Seated Hamstring Curl - Gethin Variation,Hamstrings,Machine
Assist machine triceps push-down,Triceps,Machine
Close push-up,Chest,Body Only
Reach-roll-lift combo,Shoulders,Other
Upright Row - Gethin Variation,Shoulders,Other
Bent-Over Barbell Row - Gethin Variation,Middle Back,Barbell
Roman Chair Side Ups,Abdominals,Body Only
Hamstring Contraction,Hamstrings,
Rope Lat Pull-down - Gethin Variation,Lats,Cable
Lying cable front raise,Shoulders,Cable
One-Arm Cable Crossover - Gethin Variation,Chest,Cable
Agility Ladder,Calves,Other
Glute-Ham Raise - Gethin Variation,Glutes,Body Only
Squat Press Shoulder Press - Gethin Variation,Shoulders,Other
Leg Extensions - Gethin Variations,Abdominals,
Dumbbell bench press-,Chest,Dumbbell
Machine Shrug - Gethin Variation,Traps,Machine
Lower Back Stretch - Yates Variation,Lower Back,Body Only
Kneeling Cable Triceps Extension - Gethin Variation,Triceps,Cable
Donkey Calf Raise - Gethin Variation,Calves,Machine
One-Arm Cable Read Delt Fly - Gethin Variation,Middle Back,Cable
Decline dumbbell fly and press,Chest,Dumbbell
Push-Up Roll Out - Gethin Variation,Abdominals,Body Only
Incline Front Dumbbell Raise - Gethin Variation,Shoulders,Dumbbell
Lying cable leg curl,Hamstrings,Cable
Incline straight-arm pull-over,Lats,Other
Single-leg lying leg curl,Hamstrings,Machine
Cable Rear Delt Fly - Gethin Variation,Shoulders,Cable
Supine Two-Arm Overhead Throw,Abdominals,
Single-arm dumbbell skullcrusher,Triceps,Dumbbell
Smith machine front squat,Quadriceps,Machine
Cable stiff-legged deadlift,Lower Back,Cable
Standing Calf Raise Facing Hack Squat Machine - Gethin Variation,Calves,Machine
Machine Deadlift - Gethin Variation,Quadriceps,Machine
Lying high-cable biceps curl,Biceps,Cable
BOSU cross-body crunch,Abdominals,Exercise Ball
Single-arm machine preacher curl,Biceps,Machine
Standing cable leg curl,Hamstrings,Cable
Incline dumbbell fly and press,Chest,Dumbbell
Leg curl,Hamstrings,Machine
Single-arm bent-over rear delt fly,Abdominals,Other
Cable Overhead Triceps Extension - Gethin Variation,Triceps,Cable
Incline dumbbell biceps curl,Biceps,Bands
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Middle Back,Other
Incline Cable Fly - Gethin Variation,Chest,Cable
Captain's chair leg raise,Abdominals,Other
Standing band biceps curl,Biceps,Barbell
Chest-Supported Smith Machine Row - Gethin Variation,Lats,Machine
PVC Shoulder Stretch,Shoulders,Body Only
Single-leg hack squat,Quadriceps,Machine
Machine bench press,Chest,Machine
Rack Pull - Gethin Variation,Lower Back,Other
Incline Front Barbell Raise - Gethin Variation,Shoulders,Barbell
Dumbbell lateral raise,Shoulders,Dumbbell
Narrow-stance hack squat,Quadriceps,Machine
Reverse-grip dumbbell curl,Biceps,Dumbbell
Smith machine close-grip bench press-,Triceps,Machine
Calf Press On A Hack Squat Machine - Gethin Variation,Calves,Machine
Cable Cross-Over - Gethin Variation,Chest,Cable
Machine crunch,Abdominals,Machine
Shoulder T,Shoulders,Body Only
Dumbbell Crunch - Gethin Variation,Abdominals,Dumbbell
Band Standing Abductions,Abdominals,
Seated cable chest fly,Chest,Cable
Exercise Ball Knee Tuck - Gethin Varation,Abdominals,Exercise Ball
Bodyweight Walking Lunge - Gethin Variation,Quadriceps,Body Only
Shoulder-Elevated One-Leg Hip Thrusts,Abdominals,Other
Cross-Body Crunch - Gethin Variation,Abdominals,Body Only
Squat Press - Gethin Variation,Quadriceps,
Incline Rear-Delt Fly - Gethin Variation,Shoulders,Dumbbell
Single-arm decline dumbbell bench press,Chest,Dumbbell
Decline leg lift with twist,Abdominals,Body Only
Bent-Over Reverse Cable Fly,Abdominals,Cable
One-Arm Cable Side Raise - Gethin Variation,Shoulders,Cable
Front-To-Back Barbell Squat,Quadriceps,Barbell
Dumbbell pull-over,Traps,Dumbbell
Hanging Leg Raise - Variation Gethin,Abdominals,Body Only
Barbell Front Raise - Gethin Variation,Shoulders,Barbell
Standing Calf Raise,Calves,Body Only
Single-arm incline dumbbell bench press,Chest,Dumbbell
Hex Bar Deadlift - Gethin Variation,Lower Back,Other
Butterfly crunch,Abdominals,Body Only
Incline Dumbbell Curl - Gethin Variation,Biceps,Dumbbell
Alternating Single-Leg Curl - Gethin Variation,Quadriceps,Machine
High-Pulley Cable Curl - Gethin Variation,Biceps,Cable
Rope Climb Crunch,Abdominals,
Cross-body mountain climber,Abdominals,Body Only
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Triceps,Cable
Straight-Arm Pull-Down - Gethin Variation,Lats,Cable
Stiff-Legged Deadlift - Gethin Variation,Quadriceps,Machine
Lunge glute stretch,Glutes,Body Only
Standing hamstring stretch,Hamstrings,Body Only
Leg Extension - Gethin Variation,Hamstrings,Machine
Close-Grip EZ-Bar Curl - Gethin Variation,Biceps,Barbell
Standing Dumbbell Shrug - Gethin Variation,Traps,Dumbbell
Single-arm dumbbell row,Traps,Dumbbell
Standing High Cable Curl - Gethin Variation,Biceps,Cable
Dumbbell Seal Row - Gethin Variation,Middle Back,Dumbbell
Double-bar roll-out chest fly,Chest,Other
Plate lateral raise,Shoulders,Other
Incline Bench Rear Dumbbell Fly - Gethin Variation,Shoulders,Dumbbell
Single-leg leg extension-,Hamstrings,Machine
Standing Cable Crunch - Gethin Variation,Abdominals,Cable
Band-assisted chin-up,Middle Back,Bands
Hammer curl,Biceps,Dumbbell
High-cable standing row,Lats,Cable
Rope Face Pull - Gethin Variation,Shoulders,Cable
Lying cable lateral raise,Shoulders,Cable
Single-arm machine high row,Lats,Machine
Standing Military Press - Gethin Variation,Shoulders,Other
Incline Dumbbell Row - Gethin Variation,Lats,Dumbbell
Incline Dumbbell Press - Gethin Variation,Chest,Dumbbell
Seated Dumbbell Curl - Gethin Variation,Biceps,Dumbbell
Crunch,Abdominals,Bands
Flat Bench Lying Leg Raise - Gethin Variation,Abdominals,Body Only
FYR Bent-Over Dumbbell Row,Lats,Dumbbell
Single-arm landmine pull and press,Abdominals,Barbell
Machine Pull-Over - Gethin Variation,Lats,Machine
Dumbbells-together incline bench press,Triceps,Dumbbell
Dumbbell Hammer Curl - Gethin Variation,Biceps,Dumbbell
Banded biceps curl in squat position,Biceps,Bands
Smith machine single-arm shrug,Traps,Machine
Cable Triceps Extension - Gethin Variation,Triceps,Cable
Lying leg lift,Abdominals,Body Only
Single-Leg Press - Gethin Variation,Quadriceps,Machine
Single-arm incline triceps extension,Triceps,Cable
Machine triceps extension-,Triceps,Other
Hack squat-,Quadriceps,Machine
Hyperextension - Gethin Variation,Lower Back,Body Only
Kickflip Hoppdey-Wop,Abdominals,Curl Bar
Machine Triceps Extension - Gethin Variation,Triceps,Machine
Squat Bottom Position Hold,Quadriceps,Other
Bent-over plate rear delt raise,Shoulders,Other
Single-leg standing dumbbell calf raise,Calves,Dumbbell
Ab Twist - Gethin Variation,Abdominals,Other
High Cable Curls,Biceps,Cable
Machine preacher curl,Biceps,Machine
Smith Machine Standing Calf Raises - Gethin Variation,Calves,Machine
Machine Seated Chest Press - Gethin Variation,Chest,Machine
Lat Pull-down - Gethin Variation,Lats,Cable
Band good morning-,Lower Back,Bands
Banded Hammer Press - Gethin Variation,Biceps,Bands
Bench Dips - Gethin Variation,Triceps,Body Only
Decline dumbbell chest fly,Middle Back,Dumbbell
Incline dumbbell overhead triceps extension,Triceps,Dumbbell
Overhead Machine Triceps Extension - Gethin Variation,Triceps,Machine
Hanging alternating single-leg raise,Abdominals,Body Only
Barbell Lunge - Gethin Variation,Quadriceps,Barbell
Triceps Overhead Extension with Rope - Gethin Variation,Triceps,Cable
Medicine ball pass,Abdominals,Medicine Ball
Single-arm seated dumbbell curl,Biceps,Dumbbell
Wide-Grip Lat Pull-Down - Gethin Variation,Lats,Cable
Natural Glute Ham Raise - Gethin Variation,Glutes,Body Only
Single-arm cable push-down,Forearms,Cable
Seated Machine Row - Gethin Variation,Lats,Machine
Hack squat calf raise,Calves,Machine
Partner medicine ball sit-up,Abdominals,Medicine Ball
Single-arm landmine press,Shoulders,Other
Smith machine lunge squat,Quadriceps,Machine
Dumbbell deadlift,Quadriceps,Dumbbell
Plank Walk,Abdominals,Body Only
Seated cable biceps curl,Biceps,Cable
Barbell Ab Roll Out - Gethin Variation,Abdominals,Barbell
Lying Close-Grip Bar Curl On High Pulley - Gethin Variation,Biceps,Cable
Banded dip,Triceps,Body Only
Sit-Up - Gethin Variation,Abdominals,Body Only
Rack Deadlift - Gethin Variation,Quadriceps,Barbell
Single-arm barbell lateral raise,Shoulders,Barbell
Single-arm dumbbell crunch,Abdominals,Dumbbell
TRX Squat Jump,Quadriceps,Other
Single-leg machine seated calf raise,Calves,Other
Cable Single-Leg Stiff-Legged Curl - Gethin Variation,Abdominals,
Plank Push-Up,Abdominals,Body Only
Reverse lunge,Hamstrings,Body Only
Single-leg cable stiff-legged deadlift,Lower Back,Cable
Stiff-Legged Dumbbell Deadlift - Gethin Variation,Lower Back,Dumbbell
Alternating Exercise Ball Knee Tucks - Gethin Variation,Abdominals,Exercise Ball
Dumbbell front raise and press,Shoulders,Dumbbell
Smith machine weighted push-up,Chest,Machine
Groiner,Glutes,Body Only
Pull-up - Gethin Variation,Biceps,Body Only
Decline crunch-,Abdominals,Body Only
Single-arm barbell bent-over row,Lats,Barbell
Decline Dumbbell Leg Curl,Glutes,
Rotator cuff warm-up,Shoulders,Dumbbell
Dumbbell Chest Press - Gethin Variation,Chest,Dumbbell
Seated Lateral Raise - Gethin Variation,Shoulders,Dumbbell
TBS Bent-Over Dumbbell Row,Middle Back,Dumbbell
Barbell Squat - Gethin Variation,Quadriceps,Barbell
Alternating lying leg raise,Abdominals,Body Only
Smith machine incline bench press-,Chest,Machine
Decline leg lift,Abdominals,Body Only
Hack Squat - Gethin Variation,Quadriceps,Machine
Smith Machine Behind-The-Neck Press - Gethin Variation,Shoulders,Machine
Cable rope push-down,Triceps,Cable
Crunch - Gethin Variation,Abdominals,Body Only
Standing calf raise-,Calves,Body Only
Seated Calf Press - Gethin Variation,Calves,Machine
Single-arm dumbbell arc row,Shoulders,Dumbbell
Seated Quad Contraction,Quadriceps,Body Only
Machine high row,Lats,Other
Plate front raise,Shoulders,Other
Push-Up - Gethin Variation,Chest,Body Only
Lying Hamstring Curls - Gethin Variation,Hamstrings,Machine
Standing Cable Curl - Gethin Variation,Biceps,Cable
Lying Cable Curl - Gethin Variation,Biceps,Dumbbell
Dumbbell Floor Press - Gethin Variation,Chest,Dumbbell
Behind-The-Neck Pull-Down - Gethin Variation,Lats,Cable
Barbell spider curl,Biceps,Other
Smith machine decline bench press,Chest,Machine
Weighted Crunch - Gethin Variation,Abdominals,Other
Barbell Good Morning - Gethin Variation,Quadriceps,Barbell
Dumbbell biceps curl,Biceps,Dumbbell
Plank - Gethin Variation,Abdominals,Body Only
Single-arm incline cable cross-over-,Chest,Cable
Landmine squat,Quadriceps,Other
Straight-Arm Dumbbell Pull-Over - Gethin Variation,Lats,Dumbbell
Back Extension - Gethin Variation,Lower Back,Body Only
Sissy squat,Quadriceps,None
Dumbbell Bulgarian split squat,Quadriceps,Other
Decline Dumbbell Press - Gethin Variation,Chest,Dumbbell
Cable straight-bar push-down,Triceps,Cable
Leg Press - Gethin Variation,Quadriceps,Machine
Bent-Over Dumbbell Row - Gethin Variation,Lats,Dumbbell
Bench Dip - Gethin Variation,Triceps,Body Only
Single-arm stiff-legged deadlift,Quadriceps,Dumbbell
Single-Arm Cable Row - Gethin Variation,Lats,Cable
Barbell floor wiper,Abdominals,Body Only
Ab Wheel Roll-Out - Gethin Variation,Abdominals,Other
Smith machine drag curl,Biceps,Machine
Prison Push-Up,Abdominals,Body Only
Leg press calf raise,Calves,Machine
Incline Rear Delt Raises - Gethin Variation,Shoulders,Dumbbell
Barbell forehead curl,Biceps,Other
Speed Box Squat,Quadriceps,Bands
Incline Dumbbell Y Raise,Shoulders,Dumbbell
Incline Dumbbell T Raise,Shoulders,
Incline Dumbbell I Raise,Shoulders,
90-90 Row With External Rotation,Shoulders,
Exercise Ball Oblique Crunch,Abdominals,Exercise Ball
Bird Dog,Abdominals,
McGill Modified Curl-Up,Abdominals,Body Only
Cross-body toe-touch,Abdominals,Body Only
Toy soldier,Abdominals,Body Only
Wide-Grip Machine Row,Lats,Machine
Scapular Rows,Lats,Cable
Standing V-Grip Cable Rows,Lats,Cable
Double Arm Cable Biceps Curl,Biceps,Cable
Seated Dumbbell Overhead Triceps Press,Triceps,Dumbbell
Seated Biceps Hammer Curl,Biceps,Dumbbell
Natural Glute Ham Raise with Stability Ball,Abdominals,Body Only
Double-kettlebell push-press,Shoulders,Kettlebells
Lateral ape,Abdominals,Body Only
Hollow-body knee tuck,Abdominals,Body Only
FYR Dumbbell Overhead Hold,Abdominals,
Seated Barbell Curl,Biceps,Barbell
HM Squat with Alternating Leg Extension,Quadriceps,Body Only
HM Air Jumping Rope,Abdominals,Body Only
HM Air Squat,Quadriceps,Body Only
HM Alternating Bent-Over Quick Row,Middle Back,Dumbbell
HM Alternating Cross Lunge,Hamstrings,Body Only
HM Alternating Donkey Kick,Glutes,Body Only
HM Alternating Front Kick,Hamstrings,Body Only
HM Alternating Dumbbell Plank Row,Abdominals,Dumbbell
HM Alternating Jump Lunge,Quadriceps,Body Only
HM World's Greatest Stretch,Hamstrings,Body Only
HM Straddle Stretch,Abductors,Body Only
HM Alternating Lunge Reach,Abdominals,Body Only
HM Alternating Lunge-In-Place,Quadriceps,Body Only
HM Alternating Reverse Lunge With Biceps Curl,Biceps,Dumbbell
HM Alternating Side Lunge,Quadriceps,Body Only
HM Sumo Pulse,Quadriceps,Body Only
HM Sumo Squat,Quadriceps,Body Only
HM Alternating Side Plank Reach,Abdominals,Body Only
HM Superman Lat Pull,Lats,Body Only
HM Alternating Side-Kick,Quadriceps,Body Only
HM Alternating Slow Step-Down With Chair,Glutes,Body Only
HM Alternating Sprawl Kick-Through,Hamstrings,Body Only
HM Superman Plank,Abdominals,Body Only
HM Alternating Step-Back,Hamstrings,Body Only
HM Table Pose,Abdominals,Body Only
HM Alternating Step-Up With Chair,Hamstrings,Body Only
HM Toe Touch,Abdominals,Body Only
HM Tuck-Up Burpee,Quadriceps,Body Only
HM Angel Stretch,Middle Back,Body Only
HM Arm Circle,Shoulders,Body Only
HM Banana Stretch,Lower Back,Body Only
HM Banded Cross-Over Pull,Chest,Bands
HM Banded Squat Toe Tap,Quadriceps,Bands
HM Bear Crawl,Quadriceps,Body Only
HM Bear Stance Fire Hydrant,Quadriceps,Body Only
HM Turkish Get-Up,Quadriceps,Kettlebells
HM Up Dog Pose,Abdominals,Body Only
HM T-Spine Stretch on Wall,Lower Back,Body Only
HM Walking Frankenstein,Quadriceps,Body Only
HM Walking Hip Stretch,Quadriceps,Body Only
HM Wide Jump Squat,Quadriceps,Body Only
HM Right Leg Swing,Abductors,Body Only
HM Right Side Bird-Dog,Abdominals,Body Only
HM Bent-Over Dumbbell Row,Middle Back,Dumbbell
HM Right Side Crunch,Abdominals,Body Only
HM Bent-Over Rear-Delt Fly,Shoulders,Dumbbell
HM Right Side Iron Cross,Glutes,Body Only
HM Bicycle,Abdominals,Body Only
HM Bird-Dog Plank,Abdominals,Body Only
HM Boat Pose,Abdominals,Body Only
HM Right Side-Kick,Abductors,Body Only
HM Bottoms Up,Abdominals,Body Only
HM Running in Place,Glutes,
HM Boxer Shuffle,Quadriceps,Body Only
HM Bridge,Abdominals,Body Only
HM Running Lunge,Quadriceps,Body Only
HM Bulgarian Split Squat On Chair,Quadriceps,Body Only
HM Burpee,Quadriceps,Body Only
HM Running Man Crunch,Abdominals,Body Only
HM Butterfly,Quadriceps,Body Only
HM Alternating Lunge Push-Up,Quadriceps,Body Only
HM Seated Twist,Abdominals,Body Only
HM Shoulder Stretch,Shoulders,Body Only
HM Shoulder Stretch on Floor,Shoulders,Body Only
HM Shoulder Tap,Shoulders,Body Only
HM Side-Bend Pose,Abdominals,Body Only
HM Chair Dip,Triceps,Body Only
HM Child's Pose,Lower Back,Body Only
HM Side-Plank Arm Wrap,Abdominals,Body Only
HM Cobra,Lower Back,Body Only
HM Side-Plank with Hip Touch,Abdominals,Body Only
HM Cobra With Arm Retraction,Lower Back,Body Only
HM Side-Plank with Kick,Abdominals,Body Only
HM Comet,Quadriceps,Body Only
HM Couch Stretch,Quadriceps,Body Only
HM Side V-Up,Abdominals,Body Only
HM Single-Leg Bridge,Glutes,Body Only
HM Crab Crunch,Abdominals,Body Only
HM Cross-Over Crunch,Abdominals,Body Only
HM Crunch Pulse,Abdominals,Body Only
HM Dead Bug,Abdominals,Body Only
HM Dive-Bomber,Lower Back,Body Only
HM Down Up,Quadriceps,Body Only
HM Downward-Facing Dog Pose,Lower Back,Body Only
HM Single-Leg Inchworm,Abdominals,Body Only
HM Downward Dog To Left Leg Extension To Warrior Pose,Lower Back,Body Only
HM Downward Dog To Right Leg Extension To Warrior Pose,Lower Back,Body Only
HM Duck Walk,Quadriceps,Body Only
HM Dumbbell Overhead Squat,Quadriceps,Dumbbell
HM Dumbbell Shoulder Press,Shoulders,Dumbbell
HM Dumbbell Squat,Quadriceps,Dumbbell
HM Floor Jack,Abdominals,Body Only
HM Floor Wiper,Abdominals,Body Only
HM Floor Kick,Abdominals,Body Only
HM Fragon,Quadriceps,Body Only
HM Frankenstein,Quadriceps,Body Only
HM Single-Leg Overhead Dumbbell Press,Shoulders,Dumbbell
HM Single-Leg Romanian Deadlift,Quadriceps,Kettlebells
HM Single-Leg Squat on Chair,Quadriceps,Body Only
HM Single-Leg Touchdown,Quadriceps,Body Only
HM Sit-Up,Abdominals,Body Only
HM Slow Mountain Climber,Abdominals,Body Only
HM Slow Sit-Up,Abdominals,Body Only
HM Speed Skater,Quadriceps,Body Only
